nombre_completo;legislatura;nombre;apellidos;distrito;partido;familia_partidos;ideologia;id_dip
Jose Maria Julian Gil;1936-1939;JOSE MARIA;JULIAN GIL;Teruel;CEDA;Conservadores;D;464
Miguel Sancho Izquierdo;1933-1936;MIGUEL;SANCHO IZQUIERDO;Teruel;CEDA;Conservadores;D;879
Miguel Sancho Izquierdo;1936-1939;MIGUEL;SANCHO IZQUIERDO;Teruel;CEDA;Conservadores;D;879
Casto Simon Castillo;1933-1936;CASTO;SIMON CASTILLO;Teruel;CEDA;Conservadores;D;914
Dimas Madariaga Almendros;1931-1933;DIMAS;MADARIAGA ALMENDROS;Toledo;CEDA;Conservadores;D;512
Ramon Molina Nieto;1931-1933;RAMON;MOLINA NIETO;Toledo;CEDA;Conservadores;D;607
Dimas Adanez Horcajuelo;1933-1936;DIMAS;ADANEZ HORCAJUELO;Toledo;CEDA;Conservadores;D;9
Dimas Adanez Horcajuelo;1936-1939;DIMAS;ADANEZ HORCAJUELO;Toledo;CEDA;Conservadores;D;9
Felix Avia Garcia;1936-1939;FELIX;AVIA GARCIA;Toledo;CEDA;Conservadores;D;84
Jose Finat Y Escriva De Romani;1933-1936;JOSE;FINAT Y ESCRIVA DE ROMANI;Toledo;CEDA;Conservadores;D;333
Jose Finat Y Escriva De Romani;1936-1939;JOSE;FINAT Y ESCRIVA DE ROMANI;Toledo;CEDA;Conservadores;D;333
Dimas Madariaga Almendros;1933-1936;DIMAS;MADARIAGA ALMENDROS;Toledo;CEDA;Conservadores;D;512
Dimas Madariaga Almendros;1936-1939;DIMAS;MADARIAGA ALMENDROS;Toledo;CEDA;Conservadores;D;512
Jesus Salvador Madero Ortiz Cicuendez;1936-1939;JESUS SALVADOR;MADERO ORTIZ CICUENDEZ;Toledo;CEDA;Conservadores;D;514
Ramon Molina Nieto;1933-1936;RAMON;MOLINA NIETO;Toledo;CEDA;Conservadores;D;607
Ramon Molina Nieto;1936-1939;RAMON;MOLINA NIETO;Toledo;CEDA;Conservadores;D;607
Francisco Javier Bosch Marin;1936-1939;FRANCISCO JAVIER;BOSCH MARIN;Valencia;CEDA;Conservadores;D;153
Francisco Javier Bosch Marin;1933-1936;FRANCISCO JAVIER;BOSCH MARIN;Valencia;CEDA;Conservadores;D;153
Julio Colomer Vidal;1936-1939;JULIO;COLOMER VIDAL;Valencia;CEDA;Conservadores;D;234
Jose Duato Chapa;1936-1939;JOSE;DUATO CHAPA;Valencia;CEDA;Conservadores;D;276
Luis Garcia Guijarro;1936-1939;LUIS;GARCIA GUIJARRO;Valencia;CEDA;Conservadores;D;362
Luis Garcia Guijarro;1933-1936;LUIS;GARCIA GUIJARRO;Valencia;CEDA;Conservadores;D;362
Luis Lucia Lucia;1936-1939;LUIS;LUCIA LUCIA;Valencia;CEDA;Conservadores;D;509
Luis Lucia Lucia;1933-1936;LUIS;LUCIA LUCIA;Valencia;CEDA;Conservadores;D;509
Fernando Oria De Rueda Y Fontan;1933-1936;FERNANDO;ORIA DE RUEDA Y FONTAN;Valencia;CEDA;Conservadores;D;667
German Adanez Horcajuelo;1936-1939;GERMAN;ADANEZ HORCAJUELO;Valladolid;CEDA;Conservadores;D;10
Luciano De La Calzada Rodriguez;1933-1936;LUCIANO DE LA;CALZADA RODRIGUEZ;Valladolid;CEDA;Conservadores;D;171
Luciano De La Calzada Rodriguez;1936-1939;LUCIANO DE LA;CALZADA RODRIGUEZ;Valladolid;CEDA;Conservadores;D;171
Amando Valentin Aguilar;1936-1939;AMANDO;VALENTIN AGUILAR;Valladolid;CEDA;Conservadores;D;967
Geminiano Carrascal Martin;1933-1936;GEMINIANO;CARRASCAL MARTIN;Zamora;CEDA;Conservadores;D;192
Geminiano Carrascal Martin;1936-1939;GEMINIANO;CARRASCAL MARTIN;Zamora;CEDA;Conservadores;D;192
Santiago Guallar Poza;1931-1933;SANTIAGO;GUALLAR POZA;Zaragoza;CEDA;Conservadores;D;421
Mateo Azpeitia Esteban;1933-1936;MATEO;AZPEITIA ESTEBAN;Zaragoza;CEDA;Conservadores;D;94
Miguel Blasco Roncal;1936-1939;MIGUEL;BLASCO RONCAL;Zaragoza;CEDA;Conservadores;D;145
Juan Antonio Cremades Royo;1936-1939;JUAN ANTONIO;CREMADES ROYO;Zaragoza;CEDA;Conservadores;D;250
Santiago Guallar Poza;1933-1936;SANTIAGO;GUALLAR POZA;Zaragoza;CEDA;Conservadores;D;421
Mariano De La Hoz Saldaña;1933-1936;MARIANO DE LA;HOZ SALDAÑA;Zaragoza;CEDA;Conservadores;D;437
Dionisio Perez Viana;1936-1939;DIONISIO;PEREZ VIANA;Zaragoza;CEDA;Conservadores;D;727
Jose Maria Sanchez Ventura;1936-1939;JOSE MARIA;SANCHEZ VENTURA;Zaragoza;CEDA;Conservadores;D;876
Ramon Serrano Suñer;1936-1939;RAMON;SERRANO SUÑER;Zaragoza;CEDA;Conservadores;D;908
Manuel Sierra Pomares;1933-1936;MANUEL;SIERRA POMARES;Zaragoza;CEDA;Conservadores;D;910
Angel Aperribay Y Pita Da Veiga;1933-1936;ANGEL;APERRIBAY Y PITA DA VEIGA;Coruña (La);Independiente;Conservadores;D;67
Alvaro De Figueroa Y Alonso Martinez;1936-1939;ALVARO DE;FIGUEROA Y ALONSO MARTINEZ;Guadalajara;Independiente;Conservadores;D;331
Manuel Saco Rivera;1933-1936;MANUEL;SACO RIVERA;Lugo;Independiente;Conservadores;D;843
Jose Sanjurjo Sacanell;1931-1933;JOSE;SANJURJO SACANELL;Lugo;Independiente;Conservadores;D;881
Mariano Matesanz De La Torre;1933-1936;MARIANO;MATESANZ DE LA TORRE;Madrid;Independiente;Conservadores;D;579
Jose Sanchez Guerra Y Martinez;1931-1933;JOSE;SANCHEZ GUERRA Y MARTINEZ;Madrid;Independiente;Conservadores;D;871
Juan Antonio Perea Martinez;1933-1936;JUAN ANTONIO;PEREA MARTINEZ;Murcia;Independiente;Conservadores;D;710
Agustin Virgili Quintanilla;1933-1936;AGUSTIN;VIRGILI QUINTANILLA;Murcia;Independiente;Conservadores;D;1017
Agustin Virgili Quintanilla;1936-1939;AGUSTIN;VIRGILI QUINTANILLA;Murcia;Independiente;Conservadores;D;1017
Rafael Aizpun Santafe;1931-1933;RAFAEL;AIZPUN SANTAFE;Navarra;Independiente;Conservadores;D;18
Abilio Calderon Rojo;1936-1939;ABILIO;CALDERON ROJO;Palencia;Independiente;Conservadores;D;166
Rufino Cano De Rueda;1931-1933;RUFINO;CANO DE RUEDA;Segovia;Independiente;Conservadores;D;183
Benito Blanco Rajoy Y Espada;1931-1933;BENITO;BLANCO RAJOY Y ESPADA;Coruña (La);Independiente;Conservadores;D;141
Eduardo O'shea Y Verdes Montenegro;1933-1936;EDUARDO;O'SHEA Y VERDES MONTENEGRO;Coruña (La);Independiente;Conservadores;D;661
Juan March Ordinas;1933-1936;JUAN;MARCH ORDINAS;Baleares;PRC;Conservadores;D;526
Juan March Servera;1936-1939;JUAN;MARCH SERVERA;Baleares;PRC;Conservadores;D;527
Pedro Matutes Noguera;1936-1939;PEDRO;MATUTES NOGUERA;Baleares;PRC;Conservadores;D;580
Pedro Matutes Noguera;1933-1936;PEDRO;MATUTES NOGUERA;Baleares;PRC;Conservadores;D;580
Jaime Suau Pons;1936-1939;JAIME;SUAU PONS;Baleares;PRC;Conservadores;D;927
Luis Alemany Pujol;1931-1933;LUIS;ALEMANY PUJOL;Baleares;PRC;Conservadores;D;31
Juan March Ordinas;1931-1933;JUAN;MARCH ORDINAS;Baleares;PRC;Conservadores;D;526
Bartolome Fons Jofre De Villegas;1933-1936;BARTOLOME;FONS JOFRE DE VILLEGAS;Baleares;RI;Conservadores;D;335
Bartolome Fons Jofre De Villegas;1936-1939;BARTOLOME;FONS JOFRE DE VILLEGAS;Baleares;RI;Conservadores;D;335
Lauro Fernandez Y Gonzalez;1931-1933;LAURO;FERNANDEZ Y GONZALEZ;Santander;RI;Conservadores;D;325
Pedro Sainz Rodriguez;1931-1933;PEDRO;SAINZ RODRIGUEZ;Santander;RI;Conservadores;D;847
Gumersindo Rico Gonzalez;1933-1936;GUMERSINDO;RICO GONZALEZ;Lugo;Independiente;Independiente;D;785
Ruperto Gonzalez Negrin;1933-1936;RUPERTO;GONZALEZ NEGRIN;Palmas (Las);Independiente;Independiente;D;403
Antonio Taboada Tundidor;1933-1936;ANTONIO;TABOADA TUNDIDOR;Orense;Agrarios;Agrario;ED;930
Jose Luis De Oriol Y Uriguen;1931-1933;JOSE LUIS DE;ORIOL Y URIGUEN;Álava;CT;Carlista;ED;669
Jose Luis De Oriol Y Uriguen;1933-1936;JOSE LUIS DE;ORIOL Y URIGUEN;Álava;CT;Carlista;ED;669
Jose Luis De Oriol Y Uriguen;1936-1939;JOSE LUIS DE;ORIOL Y URIGUEN;Álava;CT;Carlista;ED;669
Francisco Estevanez Rodriguez;1933-1936;FRANCISCO;ESTEVANEZ RODRIGUEZ;Burgos;CT;Carlista;ED;292
Francisco Estevanez Rodriguez;1931-1933;FRANCISCO;ESTEVANEZ RODRIGUEZ;Burgos;CT;Carlista;ED;292
Francisco Estevanez Rodriguez;1936-1939;FRANCISCO;ESTEVANEZ RODRIGUEZ;Burgos;CT;Carlista;ED;292
Ricardo Gomez Roji;1931-1933;RICARDO;GOMEZ ROJI;Burgos;CT;Carlista;ED;393
Jose Maria Valiente Soriano;1936-1939;JOSE MARIA;VALIENTE SORIANO;Burgos;CT;Carlista;ED;972
Miguel Martinez De Pinillos Saenz;1933-1936;MIGUEL;MARTINEZ DE PINILLOS SAENZ;Cádiz;CT;Carlista;ED;555
Juan J. Palomino Jimenez;1933-1936;JUAN J.;PALOMINO JIMENEZ;Cádiz;CT;Carlista;ED;691
Juan Granell Pascual;1933-1936;JUAN;GRANELL PASCUAL;Castellón;CT;Carlista;ED;418
Jose Maria Arauz De Robles;1936-1939;JOSE MARIA;ARAUZ DE ROBLES;Granada;CT;Carlista;ED;72
Antonio Pildain Zapiain;1931-1933;ANTONIO;PILDAIN ZAPIAIN;Guipúzcoa;CT;Carlista;ED;735
Julio Urquijo Ibarra;1931-1933;JULIO;URQUIJO IBARRA;Guipúzcoa;CT;Carlista;ED;963
Casimiro De Sangenis Bertrand;1933-1936;CASIMIRO DE;SANGENIS BERTRAND;Lérida;CT;Carlista;ED;880
Miguel De Miranda Y Mateo;1933-1936;MIGUEL DE;MIRANDA Y MATEO;Logroño;CT;Carlista;ED;602
Romualdo De Toledo Y Robles;1933-1936;ROMUALDO DE;TOLEDO Y ROBLES;Madrid;CT;Carlista;ED;942
Joaquin Beunza Y Redin;1931-1933;JOAQUIN;BEUNZA Y REDIN;Navarra;CT;Carlista;ED;134
Tomas Dominguez Arevalo;1931-1933;TOMAS;DOMINGUEZ AREVALO;Navarra;CT;Carlista;ED;273
Miguel Gortari Errea;1931-1933;MIGUEL;GORTARI ERREA;Navarra;CT;Carlista;ED;413
Luis Arellano Dihinx;1933-1936;LUIS;ARELLANO DIHINX;Navarra;CT;Carlista;ED;75
Esteban Bilbao Y Eguia;1933-1936;ESTEBAN;BILBAO Y EGUIA;Navarra;CT;Carlista;ED;136
Tomas Dominguez Arevalo;1933-1936;TOMAS;DOMINGUEZ AREVALO;Navarra;CT;Carlista;ED;273
Francisco Javier Martinez De Morentin Lopez;1933-1936;FRANCISCO JAVIER;MARTINEZ DE MORENTIN LOPEZ;Navarra;CT;Carlista;ED;554
Luis Arellano Dihinx;1936-1939;LUIS;ARELLANO DIHINX;Navarra;CT;Carlista;ED;75
Tomas Dominguez Arevalo;1936-1939;TOMAS;DOMINGUEZ AREVALO;Navarra;CT;Carlista;ED;273
Jesus Elizalde Y Sainz De Robles;1936-1939;JESUS;ELIZALDE Y SAINZ DE ROBLES;Navarra;CT;Carlista;ED;279
Francisco Javier Martinez De Morentin Lopez;1936-1939;FRANCISCO JAVIER;MARTINEZ DE MORENTIN LOPEZ;Navarra;CT;Carlista;ED;554
Jose Maria Lamamie De Clairac Y De La Colina;1931-1933;JOSE MARIA;LAMAMIE DE CLAIRAC Y DE LA COLINA;Salamanca;CT;Carlista;ED;470
Jose Maria Lamamie De Clairac Y De La Colina;1933-1936;JOSE MARIA;LAMAMIE DE CLAIRAC Y DE LA COLINA;Salamanca;CT;Carlista;ED;470
Jose Maria Lamamie De Clairac Y De La Colina;1936-1939;JOSE MARIA;LAMAMIE DE CLAIRAC Y DE LA COLINA;Salamanca;CT;Carlista;ED;470
Andres De Arroyo Y Gonzalez De Chaves;1931-1933;ANDRES DE;ARROYO Y GONZALEZ DE CHAVES;Santa Cruz de Tenerife;CT;Carlista;ED;82
Jose Luis Zamanillo Y Gonzalez Camino;1933-1936;JOSE LUIS;ZAMANILLO Y GONZALEZ CAMINO;Santander;CT;Carlista;ED;1023
Gines Martinez Rubio;1933-1936;GINES;MARTINEZ RUBIO;Sevilla;CT;Carlista;ED;569
Gines Martinez Rubio;1936-1939;GINES;MARTINEZ RUBIO;Sevilla;CT;Carlista;ED;569
Domingo Tejera De Quesada;1933-1936;DOMINGO;TEJERA DE QUESADA;Sevilla;CT;Carlista;ED;934
Joaquin Bau Nolla;1933-1936;JOAQUIN;BAU NOLLA;Tarragona;CT;Carlista;ED;118
Joaquin Bau Nolla;1936-1939;JOAQUIN;BAU NOLLA;Tarragona;CT;Carlista;ED;118
Jesus Requejo San Roman;1936-1939;JESUS;REQUEJO SAN ROMAN;Toledo;CT;Carlista;ED;779
Joaquin Manglano Y Cucalo De Montull;1933-1936;JOAQUIN;MANGLANO Y CUCALO DE MONTULL;Valencia;CT;Carlista;ED;521
Marcelino De Oreja Y Elosegui;1931-1933;MARCELINO DE;OREJA Y ELOSEGUI;Vizcaya;CT;Carlista;ED;666
Marcelino De Oreja Y Elosegui;1933-1936;MARCELINO DE;OREJA Y ELOSEGUI;Vizcaya;CT;Carlista;ED;666
Jesus Comin Sagues;1933-1936;JESUS;COMIN SAGUES;Zaragoza;CT;Carlista;ED;236
Javier Ramirez Sinues;1933-1936;JAVIER;RAMIREZ SINUES;Zaragoza;CT;Carlista;ED;768
Jesus Comin Sagues;1936-1939;JESUS;COMIN SAGUES;Zaragoza;CT;Carlista;ED;236
Raimundo Garcia Garcia;1933-1936;RAIMUNDO;GARCIA GARCIA;Navarra;Independiente;Derecha autoritaria;ED;361
Raimundo Garcia Garcia;1936-1939;RAIMUNDO;GARCIA GARCIA;Navarra;Independiente;Derecha autoritaria;ED;361
Jose Del Moral Sanjurjo;1933-1936;JOSE DEL;MORAL SANJURJO;Coruña (La);RE;Derecha autoritaria;ED;621
Ramon De Carranza Y Fernandez Reguera;1933-1936;RAMON DE;CARRANZA Y FERNANDEZ REGUERA;Cádiz;RE;Derecha autoritaria;ED;191
Andres Revuelta Melgarejo;1936-1939;ANDRES;REVUELTA MELGAREJO;Ciudad Real;RE;Derecha autoritaria;ED;782
Antonio Goicoechea Y Cosculluela;1936-1939;ANTONIO;GOICOECHEA Y COSCULLUELA;Cuenca;RE;Derecha autoritaria;ED;385
Antonio Goicoechea Y Cosculluela;1933-1936;ANTONIO;GOICOECHEA Y COSCULLUELA;Cuenca;RE;Derecha autoritaria;ED;385
Ramiro De Maeztu Whitney;1933-1936;RAMIRO DE;MAEZTU WHITNEY;Guipúzcoa;RE;Derecha autoritaria;ED;517
Francisco Roa De La Vega;1936-1939;FRANCISCO;ROA DE LA VEGA;León;RE;Derecha autoritaria;ED;795
Jose Maria Montenegro Soto;1933-1936;JOSE MARIA;MONTENEGRO SOTO;Lugo;RE;Derecha autoritaria;ED;614
Emilio Alfredo Serrano Jover;1933-1936;EMILIO ALFREDO;SERRANO JOVER;Madrid;RE;Derecha autoritaria;ED;906
Jose Gafo Muñiz;1933-1936;JOSE;GAFO MUÑIZ;Navarra;RE;Derecha autoritaria;ED;344
Andres Amado Y Reygondaud De Villebardet;1933-1936;ANDRES;AMADO Y REYGONDAUD DE VILLEBARDET;Orense;RE;Derecha autoritaria;ED;59
Andres Amado Y Reygondaud De Villebardet;1936-1939;ANDRES;AMADO Y REYGONDAUD DE VILLEBARDET;Orense;RE;Derecha autoritaria;ED;59
Jose Calvo Sotelo;1933-1936;JOSE;CALVO SOTELO;Orense;RE;Derecha autoritaria;ED;170
Jose Calvo Sotelo;1936-1939;JOSE;CALVO SOTELO;Orense;RE;Derecha autoritaria;ED;170
Jose Sabucedo Morales;1933-1936;JOSE;SABUCEDO MORALES;Orense;RE;Derecha autoritaria;ED;842
Jose Sabucedo Morales;1936-1939;JOSE;SABUCEDO MORALES;Orense;RE;Derecha autoritaria;ED;842
Fernando Suarez De Tangil Y Angulo;1933-1936;FERNANDO;SUAREZ DE TANGIL Y ANGULO;Palencia;RE;Derecha autoritaria;ED;923
Fernando Suarez De Tangil Y Angulo;1936-1939;FERNANDO;SUAREZ DE TANGIL Y ANGULO;Palencia;RE;Derecha autoritaria;ED;923
Victor Lis Quiben;1936-1939;VICTOR;LIS QUIBEN;Pontevedra;RE;Derecha autoritaria;ED;489
Honorio Maura Gamazo;1933-1936;HONORIO;MAURA GAMAZO;Pontevedra;RE;Derecha autoritaria;ED;582
Pedro Sainz Rodriguez;1933-1936;PEDRO;SAINZ RODRIGUEZ;Santander;RE;Derecha autoritaria;ED;847
Pedro Sainz Rodriguez;1936-1939;PEDRO;SAINZ RODRIGUEZ;Santander;RE;Derecha autoritaria;ED;847
Santiago Fuentes Pila;1933-1936;SANTIAGO;FUENTES PILA;Santander;RE;Derecha autoritaria;ED;342
Santiago Fuentes Pila;1936-1939;SANTIAGO;FUENTES PILA;Santander;RE;Derecha autoritaria;ED;342
Juan Antonio Gamazo Y Abarca;1936-1939;JUAN ANTONIO;GAMAZO Y ABARCA;Valladolid;RE;Derecha autoritaria;ED;348
Rafael Benjumea Burin;1933-1936;RAFAEL;BENJUMEA BURIN;Zaragoza;RE;Derecha autoritaria;ED;126
Ramon De Carranza Y Fernandez Reguera;1936-1939;RAMON DE;CARRANZA Y FERNANDEZ REGUERA;Cádiz;RE;Derecha autoritaria;ED;191
Francisco Moreno Herrera;1933-1936;FRANCISCO;MORENO HERRERA;Cádiz;RE;Derecha autoritaria;ED;629
Jose Maria Peman Pemartin;1933-1936;JOSE MARIA;PEMAN PEMARTIN;Cádiz;RE;Derecha autoritaria;ED;706
Jose Calvo Sotelo;1931-1933;JOSE;CALVO SOTELO;Orense;UM;Derecha autoritaria;ED;170
Jose Antonio Primo De Rivera Y Saenz De Heredia;1933-1936;JOSE ANTONIO;PRIMO DE RIVERA Y SAENZ DE HEREDIA;Cádiz;FE;Fascista;ED;755
Jose Maria Albiñana Sanz;1933-1936;JOSE MARIA;ALBIÑANA SANZ;Burgos;PNE;Fascista;ED;25
Jose Maria Albiñana Sanz;1936-1939;JOSE MARIA;ALBIÑANA SANZ;Burgos;PNE;Fascista;ED;25
Angel Pestaña Nuñez;1936-1939;ANGEL;PESTAÑA NUÑEZ;Cádiz;P. Sindicalista;Anarcosindicalista;EI;730
Pedro Martinez Carton;1936-1939;PEDRO;MARTINEZ CARTON;Badajoz;PCE;Comunista;EI;551
Daniel Ortega Martinez;1936-1939;DANIEL;ORTEGA MARTINEZ;Cádiz;PCE;Comunista;EI;671
Bautista Garcet Granell;1936-1939;BAUTISTA;GARCET GRANELL;Córdoba;PCE;Comunista;EI;350
Jesus Hernandez Tomas;1936-1939;JESUS;HERNANDEZ TOMAS;Córdoba;PCE;Comunista;EI;432
Antonio Pretel Fernandez;1936-1939;ANTONIO;PRETEL FERNANDEZ;Granada;PCE;Comunista;EI;750
Vicente Uribe Galdeano;1936-1939;VICENTE;URIBE GALDEANO;Jaén;PCE;Comunista;EI;961
Jose Diaz Ramos;1936-1939;JOSE;DIAZ RAMOS;Madrid;PCE;Comunista;EI;266
Cayetano Bolivar Escribano;1936-1939;CAYETANO;BOLIVAR ESCRIBANO;Málaga;PCE;Comunista;EI;148
Cayetano Bolivar Escribano;1933-1936;CAYETANO;BOLIVAR ESCRIBANO;Málaga;PCE;Comunista;EI;148
Dolores Ibarruri Gomez;1936-1939;DOLORES;IBARRURI GOMEZ;Oviedo;PCE;Comunista;EI;441
Juan Jose Manso Del Abad;1936-1939;JUAN JOSE;MANSO DEL ABAD;Oviedo;PCE;Comunista;EI;523
Eduardo Suarez Morales;1936-1939;EDUARDO;SUAREZ MORALES;Palmas (Las);PCE;Comunista;EI;924
Adriano Romero Cachinero;1936-1939;ADRIANO;ROMERO CACHINERO;Pontevedra;PCE;Comunista;EI;815
Florencio Sosa Acevedo;1936-1939;FLORENCIO;SOSA ACEVEDO;Santa Cruz de Tenerife;PCE;Comunista;EI;921
Antonio Mije Garcia;1936-1939;ANTONIO;MIJE GARCIA;Sevilla;PCE;Comunista;EI;598
Jose Antonio Uribes Moreno;1936-1939;JOSE ANTONIO;URIBES MORENO;Valencia;PCE;Comunista;EI;962
Leandro Carro Hernaez;1936-1939;LEANDRO;CARRO HERNAEZ;Vizcaya;PCE;Comunista;EI;202
Pedro Aznar Y Seserra;1936-1939;PEDRO;AZNAR Y SESERRA;Barcelona;PCP;Comunista;EI;92
Miguel Valdes Y Valdes;1936-1939;MIGUEL;VALDES Y VALDES;Barcelona;PCP;Comunista;EI;966
Joaquin Maurin Julia;1936-1939;JOAQUIN;MAURIN JULIA;Barcelona;POUM;Comunista;EI;583
Martin Esteve Guau;1931-1933;MARTIN;ESTEVE GUAU;Barcelona;ACR;Catalanista de izquierda;I;293
Luis Nicolau D'olwer;1931-1933;LUIS;NICOLAU D'OLWER;Barcelona;ACR;Catalanista de izquierda;I;654
Luis Nicolau D'olwer;1936-1939;LUIS;NICOLAU D'OLWER;Barcelona;ACR;Catalanista de izquierda;I;654
Eduardo Ragassol Y Sarra;1936-1939;EDUARDO;RAGASSOL Y SARRA;Barcelona;ACR;Catalanista de izquierda;I;766
Martin Esteve Guau;1936-1939;MARTIN;ESTEVE GUAU;Gerona;ACR;Catalanista de izquierda;I;293
Claudio Ametlla Y Coll;1936-1939;CLAUDIO;AMETLLA Y COLL;Barcelona;ACR;Catalanista de izquierda;I;60
Jaime Aguade Miro;1931-1933;JAIME;AGUADE MIRO;Barcelona;ERC;Catalanista de izquierda;I;11
Amadeo Aragay Davi;1931-1933;AMADEO;ARAGAY DAVI;Barcelona;ERC;Catalanista de izquierda;I;68
Amadeo Aragay Davi;1933-1936;AMADEO;ARAGAY DAVI;Barcelona;ERC;Catalanista de izquierda;I;68
Jose Bordas De La Cuesta;1931-1933;JOSE;BORDAS DE LA CUESTA;Barcelona;ERC;Catalanista de izquierda;I;149
Jose Dencas Puigdollers;1931-1933;JOSE;DENCAS PUIGDOLLERS;Barcelona;ERC;Catalanista de izquierda;I;259
Ramon Franco Bahamonde;1931-1933;RAMON;FRANCO BAHAMONDE;Barcelona;ERC;Catalanista de izquierda;I;339
Ventura Gassol Rovira;1931-1933;VENTURA;GASSOL ROVIRA;Barcelona;ERC;Catalanista de izquierda;I;377
Jose Grau Jasans;1931-1933;JOSE;GRAU JASANS;Barcelona;ERC;Catalanista de izquierda;I;419
Amadeo Hurtado Miro;1931-1933;AMADEO;HURTADO MIRO;Barcelona;ERC;Catalanista de izquierda;I;439
Eduardo Layret Foix;1931-1933;EDUARDO;LAYRET FOIX;Barcelona;ERC;Catalanista de izquierda;I;483
Juan Lluhi Vallesca;1931-1933;JUAN;LLUHI VALLESCA;Barcelona;ERC;Catalanista de izquierda;I;492
Ramon Nogues Y Bizet;1936-1939;RAMON;NOGUES Y BIZET;Barcelona;ERC;Catalanista de izquierda;I;657
Domingo Palet Y Barba;1931-1933;DOMINGO;PALET Y BARBA;Barcelona;ERC;Catalanista de izquierda;I;690
Carlos Pi Y Suñer;1931-1933;CARLOS;PI Y SUÑER;Barcelona;ERC;Catalanista de izquierda;I;732
Juan Puig Ferrater;1931-1933;JUAN;PUIG FERRATER;Barcelona;ERC;Catalanista de izquierda;I;759
Jose Riera Punti;1931-1933;JOSE;RIERA PUNTI;Barcelona;ERC;Catalanista de izquierda;I;787
Antonio Maria Sbert Massanet;1931-1933;ANTONIO MARIA;SBERT MASSANET;Barcelona;ERC;Catalanista de izquierda;I;894
Juan Selvas Carne;1931-1933;JUAN;SELVAS CARNE;Barcelona;ERC;Catalanista de izquierda;I;898
Manuel Serra Moret;1931-1933;MANUEL;SERRA MORET;Barcelona;ERC;Catalanista de izquierda;I;904
Jose Suñol Y Garriga;1931-1933;JOSE;SUÑOL Y GARRIGA;Barcelona;ERC;Catalanista de izquierda;I;928
Jose Tarradellas Joan;1931-1933;JOSE;TARRADELLAS JOAN;Barcelona;ERC;Catalanista de izquierda;I;933
Juan Ventosa Roig;1931-1933;JUAN;VENTOSA ROIG;Barcelona;ERC;Catalanista de izquierda;I;994
Antonio Xirau Palau;1931-1933;ANTONIO;XIRAU PALAU;Barcelona;ERC;Catalanista de izquierda;I;1018
Jose Xirau Palau;1931-1933;JOSE;XIRAU PALAU;Barcelona;ERC;Catalanista de izquierda;I;1019
Jaime Aguade Miro;1936-1939;JAIME;AGUADE MIRO;Barcelona;ERC;Catalanista de izquierda;I;11
Martin Barrera Y Masesma;1936-1939;MARTIN;BARRERA Y MASESMA;Barcelona;ERC;Catalanista de izquierda;I;110
Jose Calvet Y Mora;1936-1939;JOSE;CALVET Y MORA;Barcelona;ERC;Catalanista de izquierda;I;168
Luis Companys Jover;1936-1939;LUIS;COMPANYS JOVER;Barcelona;ERC;Catalanista de izquierda;I;239
Pedro Corominas Y Montaña;1936-1939;PEDRO;COROMINAS Y MONTAÑA;Barcelona;ERC;Catalanista de izquierda;I;245
Pedro Ferrer Y Batlle;1936-1939;PEDRO;FERRER Y BATLLE;Barcelona;ERC;Catalanista de izquierda;I;327
Juan Lluhi Vallesca;1936-1939;JUAN;LLUHI VALLESCA;Barcelona;ERC;Catalanista de izquierda;I;492
Jose Maria Masip E Izabal;1936-1939;JOSE MARIA;MASIP E IZABAL;Barcelona;ERC;Catalanista de izquierda;I;575
Pedro Mestres Y Albet;1936-1939;PEDRO;MESTRES Y ALBET;Barcelona;ERC;Catalanista de izquierda;I;596
Pablo Padro Y Canyellas;1936-1939;PABLO;PADRO Y CANYELLAS;Barcelona;ERC;Catalanista de izquierda;I;685
Domingo Palet Y Barba;1936-1939;DOMINGO;PALET Y BARBA;Barcelona;ERC;Catalanista de izquierda;I;690
Mariano Rubio Tuduri;1936-1939;MARIANO;RUBIO TUDURI;Barcelona;ERC;Catalanista de izquierda;I;826
Francisco Senyal Ferrer;1936-1939;FRANCISCO;SENYAL FERRER;Barcelona;ERC;Catalanista de izquierda;I;900
Jose Suñol Y Garriga;1936-1939;JOSE;SUÑOL Y GARRIGA;Barcelona;ERC;Catalanista de izquierda;I;928
Jose Tomas Piera;1936-1939;JOSE;TOMAS PIERA;Barcelona;ERC;Catalanista de izquierda;I;944
Jose Antonio Trabal Y Saus;1936-1939;JOSE ANTONIO;TRABAL Y SAUS;Barcelona;ERC;Catalanista de izquierda;I;956
Jaime Aguade Miro;1933-1936;JAIME;AGUADE MIRO;Barcelona;ERC;Catalanista de izquierda;I;11
Jose Calvet Y Mora;1933-1936;JOSE;CALVET Y MORA;Barcelona;ERC;Catalanista de izquierda;I;168
Luis Companys Jover;1931-1933;LUIS;COMPANYS JOVER;Barcelona;ERC;Catalanista de izquierda;I;239
Luis Companys Jover;1933-1936;LUIS;COMPANYS JOVER;Barcelona;ERC;Catalanista de izquierda;I;239
Jose Grau Jasans;1933-1936;JOSE;GRAU JASANS;Barcelona;ERC;Catalanista de izquierda;I;419
Francisco Macia Llusa;1933-1936;FRANCISCO;MACIA LLUSA;Barcelona;ERC;Catalanista de izquierda;I;511
Jose Mestre Puig;1933-1936;JOSE;MESTRE PUIG;Barcelona;ERC;Catalanista de izquierda;I;595
